"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","Bill_pca1","Bill_pca2","sumpay","default.payment.next.month","age_new"
"17263",60000,2,2,1,5000,2500,2000,3000,2700,2500,0.4175929,-0.2310978,0,0,"2"
"17264",70000,2,3,1,5000,5000,5000,5000,5000,5000,-0.4104899,0.4159018,0,0,"2"
"17265",240000,2,2,1,7053,6520,0,0,0,0,1.352725,2.780983,-4,1,"3"
"17266",310000,2,2,2,6600,6800,14000,6000,0,5800,4.009178,-0.7256587,6,1,"2"
"17267",20000,2,3,2,1300,1400,1300,1000,1000,1000,-0.9051957,-0.09651606,0,0,"2"
"17268",50000,2,2,1,1281,1099,1009,10000,0,17458,-1.266919,0.3022386,-2,0,"2"
"17269",50000,2,3,2,55,4500,800,582,1000,634,-0.9273769,0.04013778,7,0,"2"
"17270",130000,2,2,1,3700,5300,4000,4000,4000,6100,2.347835,-0.4667392,0,0,"2"
"17271",230000,2,2,2,2847,2303,2284,2280,2345,2333,0.7793149,-0.249097,0,0,"1"
"17272",380000,2,2,1,3878,8863,8007,5362,14695,24446,-1.371495,-0.1640839,-6,0,"2"
"17273",160000,2,3,2,3000,3030,2000,5000,4000,3018,-0.3226969,0.2155018,0,0,"2"
"17274",20000,2,3,1,3000,0,1318,714,981,400,-0.9046581,-0.1203365,2,0,"2"
"17275",150000,2,1,2,1189,1167,1000,0,0,0,-1.57874,-0.02119455,0,1,"2"
"17276",90000,2,1,2,23153,17395,5225,736,736,886,-1.46307,0.08986661,-6,0,"2"
"17277",4e+05,2,1,1,1058,1427,0,0,0,0,-1.644184,-0.03396054,-12,0,"2"
"17278",70000,2,2,1,3007,3248,2661,1135,1160,1169,0.4002289,0.3588704,0,0,"2"
"17279",50000,2,2,1,2000,2000,1700,0,3760,1700,0.08543631,-0.2161295,12,0,"2"
"17280",30000,2,2,1,0,12403,8359,4935,3000,1000,-1.384048,-0.1716239,-3,0,"2"
"17281",20000,2,2,1,1292,1323,1111,441,2158,2400,-0.8674673,-0.1994947,0,0,"3"
"17282",20000,2,3,2,4000,4000,1000,4750,0,600,-1.044855,-0.2419989,7,1,"2"
"17283",130000,2,3,1,0,0,0,0,0,0,-1.658659,-0.04421953,-12,1,"2"
"17284",80000,2,1,1,3300,3300,3000,3500,9050,0,1.232947,-0.3126964,0,0,"2"
"17285",360000,2,1,1,0,0,0,0,0,0,-1.658659,-0.04421953,-12,1,"2"
"17286",120000,2,3,0,1500,0,0,430,1520,730,-1.618688,-0.0284887,-7,0,"3"
"17287",2e+05,2,3,1,6710,7125,7333,6325,6522,6569,5.421033,-0.4790766,0,0,"2"
"17288",150000,2,2,1,6719,27654,2729,32550,11467,6943,-1.174813,-0.2241945,-12,0,"2"
"17289",50000,2,2,2,1172,1202,1000,2917,29,390,-1.283781,0.1877892,-1,0,"2"
"17290",170000,2,3,1,0,2000,1136,1000,0,36679,-0.1166174,1.541847,3,1,"2"
"17291",230000,2,2,1,380,380,2350,103030,380,1570,0.2307626,0.8030021,-5,0,"2"
"17292",50000,2,2,2,1559,1500,1400,1000,684,716,-0.8125559,0.01995472,0,1,"3"
"17293",280000,2,1,1,6000,6500,6000,1000,2000,2012,2.562543,1.71447,0,0,"2"
"17294",50000,2,2,1,1470,1000,0,0,0,0,-1.407404,0.1838738,-4,0,"2"
"17295",30000,2,3,1,0,1700,1100,3,1053,1303,-0.5223978,-0.1236323,11,0,"2"
"17296",360000,2,1,1,3210,436,1991,211250,7762,7823,1.319958,-3.351631,-9,0,"2"
"17297",4e+05,2,2,2,1692,0,9,11,194541,7015,-0.3668964,-1.570961,-12,1,"2"
"17298",80000,2,3,2,5000,5000,5000,2000,8500,3000,1.934695,0.0275951,0,0,"2"
"17299",150000,2,2,2,3000,3000,1353,5000,3000,5000,-1.0703,-0.00930398,0,0,"2"
"17300",260000,2,2,1,2200,2300,2200,2060,2119,2293,0.6097739,-0.1807836,0,0,"2"
"17301",110000,2,3,1,4023,2805,3406,2670,2751,2772,1.58468,0.1934577,0,0,"2"
"17302",50000,2,1,1,2000,1817,2000,1500,1001,1010,-0.1444827,0.1445477,0,0,"2"
"17303",3e+05,2,2,2,10582,13265,1087,12238,0,0,-1.36585,0.04443968,-6,0,"2"
"17304",20000,2,2,1,1300,3200,0,830,750,1000,-0.9386726,-0.1331179,4,1,"2"
"17305",290000,2,2,2,13010,11430,6900,5320,5232,4980,4.035003,-0.5880219,2,1,"2"
"17306",120000,2,2,1,3175,380,380,2402,696,1093,-1.611501,-0.04404103,-6,0,"2"
"17307",20000,2,2,2,748,0,223,0,0,2016,-1.651124,-0.03788601,-7,0,"2"
"17308",360000,2,2,2,0,145,744,139,0,0,-1.655502,-0.04942414,-10,1,"2"
"17309",150000,2,1,1,6629,7034,8112,25715,11350,12595,-1.221752,-0.2318672,-6,0,"2"
"17310",1e+05,2,1,1,3000,3039,3315,3000,3000,3000,0.9813321,0.4961043,4,1,"2"
"17311",170000,2,1,1,3504,3500,30000,3300,3200,0,1.35788,-0.6185766,0,0,"2"
"17312",2e+05,2,3,2,0,3614,721,0,0,6728,-1.631733,-0.03900874,-6,1,"3"
"17313",60000,2,3,1,5491,9683,4377,3918,2431,2120,-1.474615,-0.01736643,-6,1,"3"
"17314",80000,2,2,1,1620,1600,1419,1000,1000,1000,-1.067873,0.02559662,0,0,"1"
"17315",40000,2,3,1,9,2143,1606,1500,1410,1507,-0.1612829,-0.1273832,3,0,"1"
"17316",50000,2,1,1,1406,2000,1317,700,599,604,-0.3470603,0.3176002,3,1,"1"
"17317",50000,2,3,2,0,1280,2390,0,816,688,-0.9528,-0.08021858,6,1,"2"
"17318",40000,2,2,1,0,18583,1460,547,1000,500,-1.138158,-0.3792933,-3,0,"2"
"17319",120000,2,2,2,5400,5400,5500,4600,4600,5200,2.220428,-0.4877376,19,0,"1"
"17320",2e+05,2,1,2,14000,0,10000,0,0,5100,3.714264,-0.4731897,13,1,"1"
"17321",30000,2,2,2,2429,5,1062,0,0,0,-1.31813,0.2568433,0,0,"1"
"17322",260000,2,5,1,1000,2740,107139,4000,4000,4696,0.5545333,-2.01454,-2,0,"2"
"17323",390000,2,2,2,7600,20,3510,3349,3000,6000,1.635119,0.2155996,2,0,"2"
"17324",140000,2,1,1,0,5012,5000,5000,5000,20000,2.643503,0.7820763,4,1,"2"
"17325",150000,2,2,2,0,0,0,0,4874,1000,1.292492,-0.1826777,22,0,"2"
"17326",30000,2,3,1,1494,1445,1506,912,1097,1000,-0.5991096,-0.05168053,0,0,"2"
"17327",90000,2,2,3,4000,3137,5094,1106,1001,1201,0.8101521,0.7592662,0,0,"2"
"17328",150000,2,2,1,5000,30000,3000,5000,15000,6000,-0.5939309,-0.4922752,0,0,"2"
"17329",30000,2,2,1,18243,11500,0,1177,3000,0,-0.6430543,-0.2646781,0,0,"2"
"17330",2e+05,2,2,2,5048,6726,5451,5774,4739,5500,3.747649,-0.433306,0,0,"2"
"17331",30000,2,1,2,764,1920,544,390,954,1913,-1.622662,-0.03848109,-12,0,"2"
"17332",30000,2,3,1,1261,3300,1301,1641,0,860,-0.9839213,-0.1461275,2,1,"3"
"17333",50000,2,2,1,2000,2000,2000,2000,2000,2000,-0.7521754,-0.1943152,0,0,"1"
"17334",310000,2,2,1,1732,1408,1209,622,600,748,-0.8054518,0.04701038,0,0,"1"
"17335",5e+05,2,1,1,2529,2971,200,38144,0,8479,-0.94928,-0.758898,-3,0,"2"
"17336",5e+05,2,3,1,1062,27648,25012,2506,169233,11952,-0.02778639,-1.285427,-12,0,"2"
"17337",3e+05,2,2,1,10000,2000,1500,1000,1000,1000,-1.129502,-0.1506617,-1,0,"2"
"17338",430000,2,3,2,6215,3050,2511,5110,2005,5046,2.541295,1.27556,0,0,"1"
"17339",30000,2,1,1,1016,1169,0,567,1365,1834,-1.585696,-0.002078633,-1,0,"1"
"17340",30000,2,3,2,1455,3391,949,0,745,584,-0.5898212,-0.1094696,4,0,"2"
"17341",2e+05,2,1,2,0,1685,326974,5200,5500,6000,1.312447,-2.899833,-8,0,"2"
"17342",130000,2,3,1,6100,6103,4823,4000,4000,4000,2.708287,0.08474825,0,0,"2"
"17343",120000,2,1,2,326,0,28776,0,0,0,-1.449674,-0.1266833,-7,0,"2"
"17344",170000,2,2,2,1700,0,522,0,0,0,-1.413514,0.2516039,-4,0,"2"
"17345",210000,2,1,1,16585,10455,16992,9509,4837,11899,-1.24364,-0.02156167,-6,0,"2"
"17346",130000,2,2,1,3057,1047,0,0,0,0,-1.186334,0.4669735,-4,0,"2"
"17347",420000,2,2,1,3527,3000,4000,2500,2000,2100,0.5972341,0.01608395,0,0,"2"
"17348",180000,2,2,1,5812,6000,6100,4000,4000,4000,2.625976,0.1481562,0,0,"2"
"17349",240000,2,2,2,4000,4840,4000,1500,2000,2000,1.116281,0.918218,0,0,"2"
"17350",1e+05,2,2,1,0,3000,9657,0,0,3200,1.374567,-0.3775492,8,1,"2"
"17351",130000,2,3,2,1612,1639,1586,1332,1352,1382,-0.2160874,-0.145503,0,0,"2"
"17352",20000,2,2,1,2000,1000,0,1200,0,3000,-1.157725,-0.1027893,12,1,"2"
"17353",50000,2,2,2,2100,2100,2500,2000,2000,3000,0.1131871,-0.2073903,0,0,"3"
"17354",70000,2,2,1,1400,1400,1700,1000,781,815,-0.8646931,-0.1327602,0,0,"2"
"17355",30000,2,3,1,0,850,2158,0,1935,0,-1.616229,-0.05361276,-6,0,"2"
"17356",50000,2,3,1,1984,2019,2026,3000,2000,1500,0.01208589,-0.2207711,0,1,"3"
"17357",5e+05,2,3,1,7012,10522,6133,24408,122,17398,1.145626,1.339357,0,0,"2"
"17358",2e+05,2,1,2,2502,21699,3003,3392,4343,326,-1.435339,-0.04867982,-6,0,"2"
"17359",120000,2,2,1,4300,0,1500,2300,0,0,-0.5480591,-0.1720043,14,1,"2"
"17360",2e+05,2,2,1,6065,70538,6634,10,0,0,0.1079453,1.300585,-2,0,"3"
"17361",150000,2,2,2,0,3000,6000,0,2066,1837,1.214929,0.1425621,5,1,"2"
"17362",1e+05,2,2,1,0,0,0,0,0,0,-1.622612,0.0004621978,-1,0,"2"
"17363",50000,2,2,2,3000,1200,1800,0,1600,0,-1.321148,-0.0500696,4,0,"2"
"17364",50000,2,2,1,2000,1000,5000,0,0,2500,0.2262932,-0.2313745,14,1,"2"
"17365",50000,2,1,1,2227,2449,1778,2382,0,1251,-0.1632814,0.1957993,2,1,"2"
"17366",550000,2,1,2,10000,11000,12300,6300,8000,8000,7.653307,1.130058,0,0,"2"
"17367",30000,2,2,1,741,1034,1299,0,255,106,-1.582352,-0.09248395,2,0,"2"
"17368",150000,2,3,1,33522,18516,35701,9099,20226,20786,-0.8118745,-0.1458813,-5,0,"2"
"17369",140000,2,2,2,5000,8000,0,8000,3000,0,1.573176,0.3070759,6,0,"1"
"17370",50000,2,2,2,1902,2176,2064,1098,2134,1139,-0.03347797,0.2471505,0,0,"3"
"17371",160000,2,3,2,5559,7677,6039,4176,4300,4576,3.820212,0.08762787,0,0,"2"
"17372",50000,2,2,1,4000,15387,1500,2000,1000,2000,-1.220332,-0.2485532,-1,0,"1"
"17373",50000,2,1,1,2000,4239,28000,1015,2000,1500,-0.7143164,-0.2546432,0,0,"1"
"17374",110000,2,1,2,0,0,0,0,0,766,-1.658659,-0.04421953,-12,0,"2"
"17375",50000,2,3,1,2500,2400,4,503,1109,703,-0.3707815,0.422189,8,1,"3"
"17376",350000,2,2,2,0,9754,10000,9396,10083,9439,8.529657,-0.8816674,3,0,"2"
"17377",70000,2,2,1,1702,1424,1717,1080,1094,969,-0.6878984,-0.1445267,0,0,"2"
"17378",210000,2,1,1,0,517,0,933,1066,462,-1.641727,-0.05873262,-5,0,"2"
"17379",180000,2,2,1,2000,5000,0,0,36565,1548,-1.011693,-0.005417357,-3,0,"2"
"17380",30000,2,3,1,1200,2700,1000,0,600,1400,-1.082751,-0.1341468,4,0,"1"
"17381",630000,2,1,1,20000,20000,20000,15000,15000,15000,14.89887,-0.2312957,0,0,"2"
"17382",220000,2,2,1,5005,4500,4006,3000,3000,3000,2.227756,0.4307513,0,0,"2"
"17383",280000,2,1,1,8634,7665,6497,5555,5027,5065,6.082392,0.1456199,0,0,"2"
"17384",340000,2,2,1,10000,10000,7100,5800,5915,6100,6.265803,0.4650091,0,0,"2"
"17385",180000,2,1,2,416,416,416,150,982,416,-1.640761,-0.04832158,-3,1,"2"
"17386",250000,2,2,1,45000,25000,15167,80000,5000,6000,-0.7821845,-0.02138275,-11,0,"2"
"17387",20000,2,2,2,0,300,2000,1000,0,792,-0.9996789,-0.1118307,12,1,"3"
"17388",140000,2,2,1,5000,5000,5000,3000,3000,4000,1.98504,-0.08736249,0,0,"2"
"17389",130000,2,2,2,2700,6500,3200,3500,3200,3300,1.325825,-0.4104518,8,1,"2"
"17390",120000,2,1,1,15000,1462,1000,3000,14000,254,-0.2683973,0.5884597,0,0,"2"
"17391",360000,2,1,1,0,0,0,0,0,0,-1.658659,-0.04421953,-9,0,"2"
"17392",240000,2,2,1,1781,2200,1923,1682,2000,2000,0.1129899,-0.06576453,0,0,"2"
"17393",310000,2,2,1,206,589,1594,28252,18381,4100,-1.325447,-0.3494252,-12,0,"2"
"17394",1e+05,2,3,1,0,4000,2000,1900,0,2000,0.08709445,-0.2353646,12,1,"3"
"17395",2e+05,2,1,1,0,0,0,0,0,0,-1.65124,-0.0340332,-12,0,"2"
"17396",80000,2,2,1,3300,0,6000,3100,0,4200,1.206092,-0.3174708,12,0,"1"
"17397",210000,2,1,2,1603,0,562,6196,243,4061,-1.489073,0.07200567,-12,0,"2"
"17398",180000,2,1,2,0,0,0,0,0,0,-1.658659,-0.04421953,-12,0,"2"
"17399",70000,2,2,1,53000,26017,40000,17000,24000,28000,0.2825451,0.4717135,0,0,"2"
"17400",60000,2,2,2,2000,5015,2000,3000,1300,1500,0.05575778,0.2233732,0,0,"2"
"17401",2e+05,2,1,1,950,950,950,0,1900,950,-1.62251,-0.04826166,-6,0,"3"
"17402",50000,2,2,2,8061,1398,1000,160,163,9217,-1.391363,-0.1211128,-2,0,"3"
"17403",50000,2,3,1,0,116,0,10040,400,2272,-1.449779,-0.08050589,7,1,"3"
"17404",70000,2,2,1,3000,3810,2010,2054,2000,1872,0.7389649,0.007453253,2,0,"2"
"17405",130000,2,2,1,1300,1200,1000,6788,6900,13041,-1.209629,0.1487886,-2,0,"3"
"17406",140000,2,2,1,0,0,0,0,0,0,-1.658659,-0.04421953,-12,0,"3"
"17407",350000,2,3,1,2000,2000,2000,1200,1200,1500,-0.1810834,-0.04907021,0,0,"2"
"17408",150000,2,1,2,432,2000,0,0,0,5757,-1.599442,0.02243205,-5,0,"1"
"17409",50000,2,2,1,1497,2000,1000,1064,1059,290,-0.5070349,-0.04948041,0,0,"2"
"17410",50000,2,3,1,1000,0,0,0,0,0,-1.355079,0.3494653,-6,0,"3"
"17411",30000,2,2,2,1600,1600,1600,1000,1000,1000,-1.10863,-0.1396169,0,0,"2"
"17412",20000,2,3,1,1225,1329,2000,2000,700,1500,-1.06927,-0.08424467,0,0,"2"
"17413",50000,2,2,2,2000,4000,2000,1000,2000,2396,-0.9868474,-0.04474786,0,0,"2"
"17414",30000,2,2,2,1500,1600,800,800,800,800,-1.014516,-0.1248492,12,1,"3"
"17415",230000,2,0,2,5743,1598,0,5425,4838,3840,-1.497076,-0.01969881,-3,0,"3"
"17416",70000,2,3,1,0,1378,70000,1185,1220,1119,0.5775343,0.5635374,3,1,"2"
"17417",30000,2,2,2,1400,2500,2500,800,1000,800,-0.9485178,-0.1819168,4,0,"3"
"17418",150000,2,3,1,11150,0,4845,8046,9200,5100,3.98692,-0.3257059,2,0,"2"
"17419",40000,2,2,1,1500,1356,1380,5000,5000,1128,-0.7614899,-0.2381353,-1,0,"2"
"17420",250000,2,2,1,4000,4100,3010,2205,2045,2200,1.845502,0.6518434,0,0,"2"
"17421",2e+05,2,2,1,3058,0,3000,3000,2002,0,-0.3984484,-0.1954246,7,0,"3"
"17422",190000,2,2,1,2000,4000,0,1600,1600,1700,-1.607062,-0.06464122,-1,0,"2"
"17423",390000,2,1,1,48329,2287,1500,4962,815,10000,-0.5656492,-0.0220969,-1,0,"2"
"17424",20000,2,3,1,3641,900,1200,1000,100,0,-1.096175,0.0004805324,2,1,"2"
"17425",2e+05,2,2,1,9058,7260,7367,4303,4551,4411,4.325085,0.5847527,0,0,"3"
"17426",60000,2,2,1,2620,2906,2588,1055,2058,1339,0.1662184,0.2878355,0,0,"2"
"17427",30000,2,2,2,2000,4000,0,1000,1000,0,-0.5736007,-0.1187356,2,0,"2"
"17428",230000,2,2,2,53021,2280,2133,1138,3186,1179,0.03064174,-0.5789738,-3,0,"2"
"17429",130000,2,2,1,2980,4012,3885,3158,4704,3218,1.607087,-0.3232388,0,0,"2"
"17430",140000,2,2,1,6050,3700,2000,3000,20000,1500,1.711802,0.4289958,0,1,"2"
"17431",360000,2,1,1,0,0,0,0,0,0,-1.658659,-0.04421953,-9,0,"2"
"17432",20000,2,1,2,0,2869,305,0,1000,1000,-1.35914,-0.1063446,11,1,"2"
"17433",1e+05,2,2,2,2702,2187,678,2040,0,0,-1.598313,-0.0387467,-5,0,"2"
"17434",210000,2,2,2,0,0,0,0,0,0,-1.658659,-0.04421953,-9,0,"2"
"17435",50000,2,3,1,1444,1447,1261,1261,1261,91,-1.607341,-0.04476086,-6,0,"2"
"17436",380000,2,1,1,14320,15065,13017,15026,12017,12031,11.24825,-0.1398175,0,0,"2"
"17437",50000,2,1,2,2116,2320,1300,1000,700,600,-0.2345955,0.2721945,0,0,"2"
"17438",2e+05,2,2,2,2028,4942,1508,2467,2972,6317,-1.542964,-0.03232647,-12,0,"1"
"17439",50000,2,1,1,1593,1855,1341,706,1000,5454,-0.4514125,0.2433845,0,0,"1"
"17440",150000,2,1,1,10001,6712,5500,3400,3201,3403,2.714228,0.5188952,0,0,"2"
"17441",30000,2,2,1,12155,2000,1920,724,724,3294,-1.141132,0.2918907,-4,1,"2"
"17442",30000,2,2,2,0,1751,1455,1007,2268,0,-0.5749602,-0.1202097,3,1,"2"
"17443",110000,2,2,1,5000,5000,3600,3200,4000,3000,2.520045,0.2967559,0,0,"2"
"17444",30000,2,2,1,1650,1700,1400,3355,1146,0,-0.7763585,-0.1960754,2,0,"2"
"17445",130000,2,2,1,0,0,0,0,0,0,-1.658659,-0.04421953,-9,0,"2"
"17446",260000,2,2,1,0,10698,24799,0,7035,7078,6.753151,-0.05962347,6,1,"2"
"17447",30000,2,2,1,2000,1300,2,1608,0,900,-0.6946278,-0.01822583,12,1,"2"
"17448",220000,2,2,2,5100,6540,5000,5000,5000,4600,3.137605,-0.1692645,0,0,"3"
"17449",120000,2,1,1,1426,6400,1500,2700,0,0,-1.147799,0.3985006,-2,1,"2"
"17450",1e+05,2,2,2,5000,5500,2300,0,5000,5000,0.5141167,-0.2934876,4,0,"2"
"17451",1e+05,2,2,1,4326,7400,2914,1500,1500,1500,0.8919649,0.6963142,0,1,"2"
"17452",70000,2,2,2,3100,1600,94540,1124,100,3091,0.3921271,0.7260756,-1,1,"2"
"17453",20000,2,2,1,0,1600,1600,700,1601,1620,-1.108645,-0.1273187,3,1,"3"
"17454",320000,2,1,1,0,8000,5000,5000,5000,11906,-1.072707,-0.3207859,1,0,"2"
"17455",210000,2,2,1,8000,10730,7100,4052,4000,3300,5.024501,0.8801742,0,0,"2"
"17456",90000,2,3,1,8000,7500,4000,3000,2700,17000,1.503536,-0.2882588,0,0,"2"
"17457",120000,2,3,1,4260,4371,4425,7900,4000,0,2.094912,-0.4834749,2,0,"2"
"17458",360000,2,2,1,2145,3721,2839,1303,0,0,0.1508165,1.285766,-2,0,"2"
"17459",140000,2,3,1,4700,4505,12906,0,2210,2300,1.451689,0.2386943,2,0,"1"
"17460",3e+05,2,1,1,1589,2039,13926,1304,0,5355,-1.350627,-0.2516212,-4,0,"2"
"17461",90000,2,2,1,780,0,780,0,780,0,-1.636194,-0.04749198,1,1,"2"
"17462",170000,2,3,2,4142,2260,5053,0,0,0,-1.586453,-0.03058876,-5,1,"2"
"17463",190000,2,2,1,8000,5000,12028,5000,10418,5000,2.472932,0.2192477,0,0,"3"
"17464",140000,2,2,1,8419,390,390,780,0,390,-1.591503,0.007262751,-5,1,"2"
"17465",2e+05,2,1,1,3023,1600,2900,1600,2000,0,-0.03141077,-0.2639236,4,0,"2"
"17466",5e+05,2,2,1,0,0,113904,4130,4356,4103,1.016883,-1.858391,-3,0,"2"
"17467",3e+05,2,1,1,3558,2778,2778,5367,0,3661,-1.53087,-0.06272389,-5,0,"2"
"17468",180000,2,2,2,6000,7000,5000,5000,5000,4679,3.697823,-0.1871494,0,0,"1"
"17469",360000,2,3,1,1861,2078,2361,9608,322,322,-1.535752,-0.08351705,-6,0,"2"
"17470",90000,2,2,1,2388,2000,2412,1200,1300,1200,-0.002595046,0.365117,0,0,"2"
"17471",150000,2,2,1,0,0,0,0,0,0,-1.658659,-0.04421953,-12,0,"2"
"17472",5e+05,2,1,1,10100,7041,4123,5039,5071,3548,2.608357,1.843619,0,0,"1"
"17473",80000,2,2,2,1720,1500,1762,1200,1250,3200,-0.6213098,-0.174796,0,0,"1"
"17474",10000,2,3,2,0,3510,0,300,2260,2000,-1.525901,-0.08533192,4,1,"3"
"17475",180000,2,1,1,16359,14293,11949,9737,34449,25691,-1.044771,-0.2434642,-6,0,"3"
"17476",150000,2,5,2,6041,13013,64442,3000,2000,4000,1.796351,1.155891,0,0,"2"
"17477",80000,2,1,1,3673,11285,500,500,6155,1440,-1.436589,0.05926893,-6,0,"2"
"17478",60000,2,2,1,0,3000,2300,0,2000,0,-1.026099,-0.1640929,7,1,"1"
"17479",240000,2,1,1,380,380,380,0,380,760,-1.646804,-0.04260499,-6,0,"2"
"17480",50000,2,3,1,37907,1599,1200,0,0,3570,-0.8292224,0.07902578,-2,0,"2"
"17481",230000,2,1,2,3735,3599,3600,4132,15000,5865,-0.7110292,-0.2780121,0,0,"2"
"17482",40000,2,2,2,1567,2000,2000,1318,4610,0,-0.2557465,-0.2154913,0,0,"2"
"17483",250000,2,2,1,0,0,0,0,0,0,-1.629913,-0.008734399,1,1,"2"
"17484",50000,2,2,1,0,4800,0,1200,1200,1400,-0.06752491,0.1788605,7,0,"2"
"17485",120000,2,3,1,3500,3500,6200,358,0,2100,0.4219435,-0.3016874,15,1,"2"
"17486",50000,2,3,2,1700,1600,1200,1100,1000,0,-0.7039119,-0.1540334,12,1,"2"
"17487",60000,2,2,1,1735,1979,1443,988,974,2001,-0.06062788,0.1774121,0,0,"2"
"17488",160000,2,3,2,3472,3604,2972,3000,2228,2201,1.469835,-0.06719093,0,0,"2"
"17489",50000,2,2,1,1500,1000,0,0,0,0,-1.442882,0.1747818,-4,1,"2"
"17490",4e+05,2,1,1,0,8513,457,4903,313,4816,-1.570895,-0.02525716,0,0,"3"
"17491",50000,2,2,3,6000,5000,5000,8000,4000,4000,0.1797833,-0.1821165,0,0,"2"
"17492",1e+05,2,3,2,510,2279,1730,466,466,468,-1.534349,0.07229082,-4,0,"2"
"17493",1e+05,2,2,2,1372,1829,1554,1000,1000,586,-0.7531268,-0.1434271,0,0,"2"
"17494",360000,2,1,2,6000,3000,18117,5371,0,0,-1.322705,-0.1952757,-2,0,"2"
"17495",30000,2,3,2,1485,1301,1000,152,140,780,-1.257924,-0.003950421,0,0,"2"
"17496",50000,2,2,1,1500,1847,1000,0,0,0,-1.104682,0.4447524,0,0,"2"
"17497",80000,2,2,1,2158,1708,1411,4,21,220,-0.6775464,0.5262779,2,1,"1"
"17498",150000,2,2,2,326,326,326,652,0,326,-1.643966,-0.04742656,-5,0,"1"
"17499",10000,2,3,1,2500,0,1200,500,1400,1,-1.28819,-0.09902746,6,0,"2"
"17500",2e+05,2,2,1,4000,7240,2000,2285,6000,1500,-1.265489,-0.1733161,0,0,"2"
"17501",30000,2,2,2,1672,0,390,390,390,0,-1.631,-0.03258472,-3,0,"2"
"17502",220000,2,1,1,6000,7300,7500,6000,6500,7000,4.457859,-0.6973495,0,0,"2"
"17503",180000,2,1,2,7500,7000,7189,6000,5100,10000,4.834371,-0.7017203,0,0,"1"
"17504",220000,2,1,2,7000,7500,2369,2000,2078,2500,2.862931,1.873062,0,0,"1"
"17505",220000,2,1,2,799,0,5501,3816,15448,4179,-1.484612,-0.217034,-9,0,"1"
"17506",390000,2,2,2,1e+05,6000,3704,2741,3314,2556,2.003148,0.1074317,0,0,"2"
"17507",350000,2,2,1,0,0,0,11525,235,2270,-1.498091,-0.2253951,-6,0,"2"
"17508",560000,2,2,1,13195,13510,14292,11553,12130,11703,12.28938,-0.5207911,0,1,"2"
"17509",240000,2,1,1,8000,9500,12448,6155,6453,6390,6.110575,-0.1289878,0,1,"2"
"17510",410000,2,2,1,1130,2000,2200,312,500,363,-1.328756,-0.1016155,0,0,"2"
"17511",90000,2,2,2,0,0,0,0,0,3500,-1.658659,-0.04421953,-9,1,"2"
"17512",30000,2,1,2,1800,3600,0,1500,1500,3300,-0.5497758,-0.1249854,2,0,"2"
"17513",40000,2,2,1,1600,1800,1100,1000,0,2300,-0.6868969,-0.1455726,11,1,"2"
"17514",60000,2,2,2,1870,3002,1364,10000,474,490,-0.5086915,0.208016,0,0,"3"
"17515",390000,2,2,1,7244,7500,7228,7103,7214,7000,6.389734,-0.4954514,0,0,"2"
"17516",130000,2,2,1,28000,3500,3000,3000,10000,3500,1.014133,0.1896108,0,0,"2"
"17517",90000,2,2,2,1800,1500,0,2000,1650,1000,-0.5401756,-0.163896,9,1,"2"
"17518",3e+05,2,2,1,6700,5800,5000,2200,2200,2600,2.329642,1.022318,0,0,"2"
"17519",220000,2,1,1,20000,10000,8140,8000,7000,10000,5.728042,-0.05927245,0,0,"2"
"17520",20000,2,1,2,5000,1000,0,0,1400,0,-1.068527,-0.1232943,10,0,"2"
"17521",140000,2,3,1,14113,5000,3000,4000,4000,10000,2.117568,0.2525437,0,0,"2"
"17522",150000,2,6,1,4539,4218,4204,3296,3408,3416,1.850291,-0.3562482,0,0,"3"
"17523",120000,2,3,1,2000,2000,2000,1000,3000,2000,-0.9344986,-0.1369108,0,0,"2"
"17524",2e+05,2,2,1,0,2000,1155,2470,1265,0,-1.265497,-0.1544413,3,0,"2"
"17525",20000,2,2,1,1500,2000,1032,155,1000,0,-1.435218,-0.08081943,0,1,"2"
"17526",110000,2,2,1,3200,0,4200,0,2300,0,-0.6278174,-0.2007323,12,1,"2"
"17527",290000,2,2,2,12012,12012,12012,11016,11088,12031,10.29251,-1.047363,0,0,"2"
"17528",210000,2,3,1,5000,5000,4000,5000,1500,4000,0.6282933,0.8459388,0,0,"2"
"17529",370000,2,2,2,191446,7002,6854,15960,0,122400,4.584511,-1.924554,-1,0,"2"
"17530",80000,2,3,0,3082,2500,2200,2000,2000,2000,0.08145789,0.1744655,0,0,"2"
"17531",2e+05,2,3,1,1261,1261,1261,1261,1256,1880,-1.610608,-0.04770069,-12,0,"2"
"17532",180000,2,2,1,176,1247,0,0,0,1768,-1.642903,-0.03066751,-8,0,"2"
"17533",260000,2,2,2,4001,4215,4101,4000,3300,3300,3.270009,-0.2591011,0,0,"2"
"17534",50000,2,2,1,3000,2000,0,1000,1000,1000,-0.8822878,-0.1461722,4,1,"2"
"17535",150000,2,3,1,5876,5956,5876,5496,5116,5496,-1.441721,-0.05102006,-6,0,"2"
"17536",190000,2,3,1,3300,3331,3359,2663,2751,3000,1.432651,-0.3729714,0,0,"2"
"17537",160000,2,2,2,40991,2252,553,19425,0,649,-1.188435,0.1943887,-6,0,"2"
